Epoch,Train Loss,Train Accuracy,Train Micro F1,Train Macro F1,Val Loss,Val Accuracy,Val Micro F1,Val Macro F1
1,2.81650514,0.193107891,0.207163698,0.168500992,2.522711048,0.332278951,0.273811823,0.250592188
2,2.204682699,0.40549053,0.376176953,0.379024943,1.93984892,0.503996824,0.440894572,0.47638333
3,1.900236189,0.536741984,0.541904518,0.521326205,1.617941243,0.605428241,0.610999375,0.561329334
4,1.584768689,0.58755496,0.564170343,0.544917276,1.457199952,0.574221513,0.651881652,0.587784258
5,1.421592089,0.66212556,0.62406134,0.677007442,1.344044635,0.671233622,0.64157935,0.711640297
6,1.326330995,0.712313903,0.665581998,0.68330369,1.125789917,0.717481716,0.686356499,0.682406512
7,1.156528511,0.699829862,0.669506633,0.719489711,1.112438577,0.733476983,0.746434981,0.744425942
8,1.111304639,0.723754886,0.73282414,0.729953765,1.008727122,0.739517818,0.755846308,0.744211806
9,0.965176319,0.759051746,0.732881986,0.728360648,1.013784094,0.783492117,0.7768163,0.787288002
10,0.956392326,0.782105957,0.791201739,0.747739959,0.902978377,0.821508278,0.777514348,0.780675452
11,0.880324768,0.775836232,0.835005985,0.762643323,0.80859847,0.866243527,0.814640919,0.775601835
12,0.792610683,0.782806579,0.830053736,0.787760448,0.676571254,0.81291579,0.818403099,0.806874084
13,0.755830133,0.803606759,0.833083997,0.807400153,0.723222249,0.888423953,0.868821728,0.807704824
14,0.729682173,0.845383469,0.87836522,0.83342783,0.682959869,0.847334459,0.905406732,0.886680595
15,0.67151859,0.825931548,0.821411926,0.887993245,0.582922006,0.902629972,0.912853625,0.845549721
16,0.603333782,0.889644271,0.912175371,0.821974205,0.606593549,0.859899588,0.8705277,0.883415914
17,0.651060522,0.920472859,0.850575314,0.875687206,0.597759967,0.900598004,0.91805819,0.920177464
18,0.546845899,0.8492562,0.874855754,0.930906535,0.491681361,0.893553773,0.942638848,0.881332353
19,0.583738951,0.890127373,0.871336205,0.898211445,0.584771272,0.925082254,0.849007579,0.87654116
20,0.541147721,0.862561033,0.887786902,0.897973751,0.517695076,0.855721707,0.939559843,0.858172389
21,0.525603704,0.871376895,0.927989085,0.861856014,0.466571356,0.94108392,0.959212662,0.891760464
22,0.479506832,0.928905914,0.895463612,0.87145624,0.511911875,0.884800353,0.905148226,0.939659062
23,0.50491034,0.966018296,0.878502326,0.921211939,0.42441744,0.922005578,0.973789198,0.928167157
24,0.405833989,0.967818027,0.89562261,0.900237237,0.439701016,0.929941841,0.962019306,0.926311064
25,0.473454433,0.89859331,0.894022063,0.950379807,0.417637847,0.977457849,0.97861116,0.924653524
26,0.408450489,0.955423089,0.910519621,0.97118889,0.437029202,0.955444836,0.964601344,0.895292318
27,0.355727568,0.983923916,0.914554985,0.919820174,0.328797999,0.988658017,0.963054476,0.95339985
28,0.367610104,0.939975722,0.983915183,0.958363365,0.322677439,0.987984091,0.974438833,0.928818325
